0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958,0.00023958
0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965,0.00023965
0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972
0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979,0.00023979
0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985,0.00023985
0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991,0.00023991
0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997,0.00023997
0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003,0.00024003
0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009,0.00024009
0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014,0.00024014
0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402,0.0002402
0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025,0.00024025
0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403,0.0002403
0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035,0.00024035
0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404,0.0002404
